name,gsr_y,dvars_vstd,fd_mean,fber,tsnr,snr,mriqc_fail
sub-s582_WATT3,39.23611831665039,3.4029183192764307,0.026187302544713,0.1064071326768509,0.991689077553366,6603.1669921875,1
sub-s582_CCTHot,32.94886016845703,3.538482041820089,0.0286456309258937,0.1327892740689697,1.0978365881662266,6245.416015625,1
sub-s373_stopSignal,16.456850051879883,2.202183011248142,0.1292544603347778,0.0679081788016743,0.8842168121230161,574.6533203125,1
sub-s373_ANT,27.41010856628418,2.202882921805057,0.1077911332249641,0.0646089779949432,0.9894106968566178,834.7816772460938,1
sub-s373_twoByTwo,21.724355697631836,2.253472422276469,0.1061077415943145,0.0691480633736023,0.9644317183867832,669.296875,1
sub-s373_WATT3,22.102672576904297,2.265101930563083,0.1050518974661827,0.0794480316218494,0.9854030083235652,690.6632080078125,1
sub-s373_CCTHot,17.86014175415039,2.2029508660490453,0.1175735220313072,0.0678648642037365,0.8910123283566419,614.1348266601562,1
sub-s619_twoByTwo,29.19495010375977,2.5154991273428267,0.1882215440273285,0.0946673591389933,0.9811073001601596,1574.0892333984375,1
sub-s619_ANT,30.796262741088867,2.493422837573391,0.1907234340906143,0.0849815837591708,0.9845347820315236,1555.59033203125,1
sub-s619_discountFix,25.624780654907227,2.707134673435484,0.1839467585086822,0.0690048857888121,0.9633389502609608,1406.306640625,1
sub-s619_motorSelectiveStop,24.8177547454834,2.684276735891491,0.1862473040819168,0.0728947973548395,0.9661833725153374,1385.6256103515625,1
sub-s618_DPX,20.51670837402344,2.733744905684236,0.0761105790734291,0.0922216462312146,0.9789624022665452,1381.729736328125,1
sub-s618_motorSelectiveStop,21.62953758239746,2.6938746386290866,0.0881727561354637,0.087620644224263,0.9216757333875898,1028.5035400390625,1
sub-s499_ANT,22.61484718322754,3.205498778705682,0.0462475828826427,0.1296218696598679,1.044718069578754,8710.7587890625,1
sub-s499_CCTHot,16.023395538330078,3.1452409728670165,0.0493088662624359,0.144583651451975,1.4136271765217392,4925.12109375,1
sub-s499_twoByTwo,27.06477928161621,3.209508394909256,0.0467550121247768,0.0956098287135839,0.9806758655102056,8648.73046875,1
sub-s499_WATT3,12.883880615234377,3.1799139656872613,0.0490900352597236,0.2743278789147578,0.9457455655886342,3295.213623046875,1
sub-s499_stopSignal,28.062767028808594,3.205394924019601,0.0445947833359241,0.1051618414382732,1.1113006008187143,7815.3076171875,1
sub-s588_ANT,33.915550231933594,3.820399325994141,0.027606975287199,0.1661580748571528,0.9946429232457784,3787.202880859375,1
sub-s588_stopSignal,38.11918258666992,3.841786962824156,0.027894701808691,0.1882442714402625,0.9900089839005732,4082.689208984375,1
sub-s588_CCTHot,32.79967498779297,3.761361398980703,0.0306534375995397,0.1464709937408506,0.9777629915642982,3679.1630859375,1
sub-s588_WATT3,33.86787414550781,3.809926723770905,0.0302424300462007,0.1464964823682087,0.9765173606519054,3779.076416015625,1
sub-s588_twoByTwo,31.327558517456055,3.8478296504488103,0.02762171626091,0.1906767738124306,0.9598191026934374,3708.628173828125,1
sub-s588_DPX,28.05069351196289,4.036816177655203,0.0321118831634521,0.1457058075199275,0.981878877162284,6336.4775390625,1
sub-s588_motorSelectiveStop,29.419946670532227,4.070499715295176,0.0319145396351814,0.1710588994200372,0.9870925971881396,6239.35595703125,1
sub-s588_stroop,31.327411651611328,3.992636580902987,0.0318595506250858,0.1383070257155599,0.9732006386982256,6181.0078125,1
sub-s588_discountFix,25.973636627197266,4.072292691725365,0.0332247987389564,0.2228072267888203,0.9934557577489176,5787.82958984375,1
